Date,AJK_Recovered,AJK_Deaths,"AJK Total 
Positive","AJK
Total 
Infected",Balochistan_Recovered,Balochistan_Deaths,"Balochistan
Total 
Positive","Balochistan Total 
Infected",GB_Recovered,GB_Deaths,"GB Total
Positive","GB Total 
Infected",Islamabad_Recovered,Islamabad_Deaths,"Islamabad 
Total 
Positive","Islamabad_Total 
Infected",KP_Recovered,KP_Deaths,"KP Total 
Positive","KP Total 
Infected",Punjab_Recovered,Punjab_Deaths,"Punjab 
Total P","Punjab 
Total 
Infected",Sindh_Recovered,Sindh_Deaths,"Sindh 
Total P","Sindh
Total 
Infected"
4-Dec-20,5497,174,"7,151","1,480",16602,169,"17,333",562,4441,98,"4,692",153,25399,332,"31,639","5,908",43168,1389,"48,264","3,707",99164,3115,"121,753","19,474",156034,2983,"179,240","20,223"
5-Dec-20,5567,175,"7,219","1,477",16653,169,"17,392",570,4465,98,"4,708",145,25784,334,"31,992","5,874",43839,1399,"48,683","3,445",99125,3137,"122,293","20,031",157006,2991,"180,904","20,907"
6-Dec-20,5629,177,"7,278","1,472",16663,169,"17,440",608,4468,98,"4,719",153,26208,340,"32,414","5,866",44167,1404,"49,220","3,649",99310,3162,"122,955","20,483",158567,3011,"182,473","20,895"
7-Dec-20,5698,181,"7,356","1,477",16736,169,"17,466",561,4482,98,"4,732",152,26396,341,"32,816","6,079",44253,1413,"49,676","4,010",99396,3177,"123,762","21,189",159581,3019,"184,486","21,886"
8-Dec-20,5752,182,"7,390","1,456",16805,169,"17,501",527,4459,98,"4,746",189,26603,341,"33,061","6,117",44289,1419,"50,078","4,370",111610,3218,"124,191","9,363",160933,3060,"186,212","22,219"
9-Dec-20,5829,182,"7,427","1,416",16857,170,"17,540",513,4503,98,"4,761",160,26795,345,"33,420","6,280",44526,1429,"50,506","4,551",111720,3242,"124,804","9,842",162041,3081,"187,684","22,562"
10-Dec-20,5912,183,"7,517","1,422",16910,171,"17,604",523,4511,98,"4,765",156,27003,348,"33,695","6,344",44633,1439,"50,762","4,690",111840,3265,"125,250","10,145",163492,3099,"189,687","23,096"
11-Dec-20,6008,186,"7,578","1,384",16960,173,"17,650",517,4539,98,"4,770",133,27205,353,"34,014","6,456",45129,1450,"51,172","4,593",114647,3284,"125,897","7,966",164604,3109,"191,246","23,533"
12-Dec-20,6065,188,"7,620","1,367",16982,173,"17,696",541,4546,98,"4,775",131,27617,358,"34,300","6,325",45672,1455,"51,404","4,277",114860,3320,"126,526","8,346",165466,3132,"192,735","24,137"
13-Dec-20,6156,191,"7,663","1,316",16997,175,"17,737",565,4559,99,"4,783",125,28020,368,"34,579","6,191",45866,1463,"52,092","4,763",114910,3351,"127,212","8,951",166492,3149,"194,359","24,718"
14-Dec-20,6245,191,"7,719","1,283",17059,175,"17,745",511,4563,99,"4,791",129,28245,371,"34,840","6,224",46266,1473,"52,449","4,710",114998,3365,"127,541","9,178",167343,3158,"195,702","25,201"
15-Dec-20,6321,191,"7,750","1,238",17092,175,"17,771",504,4583,99,"4,793",111,28480,377,"35,045","6,188",46350,1477,"52,787","4,960",115298,3422,"128,138","9,418",168209,3164,"196,962","25,589"
16-Dec-20,6404,193,"7,771","1,174",17188,176,"17,796",432,4603,99,"4,799",97,28699,379,"35,203","6,125",46895,1489,"53,253","4,869",115424,3452,"128,673","9,797",169385,3222,"198,482","25,875"
17-Dec-20,6495,194,"7,833","1,144",17235,176,"17,838",427,4604,99,"4,804",101,29053,381,"35,441","6,007",47272,1502,"53,609","4,835",115595,3491,"129,291","10,205",176337,3237,"199,706","20,132"
18-Dec-20,6588,200,"7,893","1,105",17258,177,"17,868",433,4607,99,"4,810",104,29417,385,"35,700","5,898",48254,1511,"54,021","4,256",115701,3522,"130,122","10,899",178027,3270,"201,080","19,783"
19-Dec-20,6689,203,"7,937","1,045",17304,179,"17,880",397,4609,99,"4,814",106,29780,388,"35,905","5,737",48426,1521,"54,448","4,501",118827,3558,"130,706","8,321",178866,3302,"202,983","20,815"
20-Dec-20,6763,204,"7,961",994,17309,179,"17,909",421,4617,99,"4,822",106,30136,389,"36,117","5,592",48903,1536,"54,948","4,509",119897,3604,"131,428","7,927",179780,3319,"204,103","21,004"
21-Dec-20,6874,206,"8,002",922,17372,179,"17,926",375,4617,99,"4,827",111,30373,391,"36,257","5,493",49121,1546,"55,183","4,516",119998,3638,"131,933","8,297",180730,3333,"204,840","20,777"
22-Dec-20,6975,210,"8,015",830,17408,179,"17,950",363,4636,99,"4,831",96,30761,392,"36,416","5,263",49445,1553,"55,450","4,452",120110,3688,"132,526","8,728",181602,3352,"205,484","20,530"
23-Dec-20,7072,211,"8,040",757,17477,179,"17,980",324,4639,99,"4,832",94,31120,395,"36,483","4,968",49740,1563,"55,811","4,508",121112,3732,"133,179","8,335",184192,3379,"206,489","18,918"
24-Dec-20,7165,211,"8,065",689,17529,181,"18,005",295,4649,99,"4,838",90,31332,398,"36,721","4,991",50244,1577,"56,160","4,339",121216,3783,"133,874","8,875",184999,3419,"207,407","18,989"
25-Dec-20,7250,213,"8,103",640,17564,181,"18,028",283,4671,101,"4,844",72,31575,402,"36,844","4,867",50855,1585,"56,544","4,104",121395,3831,"134,345","9,119",185648,3440,"208,514","19,426"
26-Dec-20,7325,214,"8,148",609,17582,181,"18,061",298,4677,101,"4,847",69,31727,404,"36,981","4,850",51200,1596,"56,875","4,079",121625,3858,"135,141","9,658",186353,3462,"209,429","19,614"
27-Dec-20,7392,216,"8,172",564,17586,182,"18,075",307,4683,101,"4,850",66,31895,404,"37,117","4,818",51552,1602,"57,215","4,061",121989,3900,"135,665","9,776",187035,3469,"210,241","19,737"
28-Dec-20,7469,218,"8,215",528,17619,182,"18,082",281,4686,101,"4,850",63,32143,407,"37,272","4,722",51928,1609,"57,467","3,930",122280,3921,"136,147","9,946",187767,3491,"211,276","20,018"
29-Dec-20,7530,219,"8,235",486,17656,182,"18,099",261,4696,101,"4,853",56,32553,412,"37,390","4,425",52056,1617,"57,746","4,073",122652,3959,"136,669","10,058",188351,3502,"212,093","20,240"
30-Dec-20,7577,220,"8,241",444,17683,182,"18,118",253,4700,101,"4,855",54,33253,415,"37,556","3,888",52818,1627,"57,982","3,537",122932,3982,"137,295","10,381",191150,3520,"213,193","18,523"
31-Dec-20,7617,221,"8,256",418,17702,183,"18,148",263,4705,101,"4,856",50,33857,416,"37,702","3,429",53272,1638,"58,379","3,469",123269,4013,"137,949","10,667",194651,3533,"214,425","16,241"
1-Jan-21,7656,222,"8,277",399,17732,183,"18,168",253,4705,101,"4,857",51,34410,419,"37,888","3,059",53708,1649,"58,701","3,344",123598,4042,"138,608","10,968",195420,3560,"215,679","16,699"
2-Jan-21,7691,224,"8,303",388,17752,184,"18,181",245,4713,101,"4,862",48,34617,421,"38,020","2,982",53942,1661,"59,023","3,420",124125,4085,"139,341","11,131",196134,3582,"216,632","16,916"
3-Jan-21,7723,226,"8,325",376,17760,185,"18,218",273,4716,101,"4,866",49,34940,424,"38,146","2,782",54383,1672,"59,255","3,200",124461,4109,"140,188","11,618",196677,3594,"217,636","17,365"
4-Jan-21,7758,226,"8,357",373,17812,185,"18,247",250,4716,101,"4,867",50,35093,428,"38,263","2,742",54519,1675,"59,484","3,290",125129,4124,"140,714","11,461",197430,3611,"218,597","17,556"
5-Jan-21,7798,229,"8,383",356,17829,185,"18,254",240,4717,101,"4,870",52,35253,428,"38,395","2,714",54668,1683,"59,729","3,378",126225,4160,"141,393","11,008",197870,3623,"219,452","17,959"
6-Jan-21,7833,229,"8,396",334,17857,186,"18,280",237,4717,101,"4,873",55,35609,432,"38,531","2,490",55025,1695,"59,955","3,235",128775,4184,"142,058","9,099",198577,3634,"220,501","18,290"
7-Jan-21,7871,232,"8,416",313,17883,186,"18,300",231,4722,101,"4,874",51,35916,434,"38,687","2,337",55372,1702,"60,229","3,155",129102,4203,"142,835","9,530",199649,3653,"221,734","18,432"
8-Jan-21,7894,234,"8,430",302,17893,186,"18,314",235,4727,101,"4,878",50,36231,436,"38,842","2,175",55728,1710,"60,536","3,098",129321,4221,"143,511","9,969",202034,3670,"222,999","17,295"
9-Jan-21,7923,235,"8,451",293,17898,187,"18,351",266,4728,101,"4,879",50,36546,436,"38,970","1,988",55928,1718,"60,751","3,105",129852,4242,"144,111","10,017",202570,3679,"224,004","17,755"
10-Jan-21,7949,235,"8,478",294,17899,188,"18,373",286,4729,101,"4,879",49,36705,439,"39,120","1,976",56239,1728,"61,148","3,181",130120,4260,"144,909","10,529",203328,3693,"225,509","18,488"
11-Jan-21,7966,235,"8,489",288,17938,188,"18,412",286,4734,101,"4,880",45,36765,441,"39,242","2,036",56535,1740,"61,424","3,149",130358,4272,"145,508","10,878",204075,3699,"226,338","18,564"
12-Jan-21,7982,235,"8,501",284,17955,188,"18,429",286,4739,101,"4,882",42,36895,443,"39,340","2,002",56714,1743,"61,648","3,191",130765,4299,"146,016","10,952",206927,3708,"227,885","17,250"
13-Jan-21,8001,235,"8,521",285,17978,188,"18,467",301,4744,101,"4,882",37,37049,447,"39,462","1,966",57027,1748,"62,018","3,243",130912,4323,"146,525","11,290",209239,3730,"228,949","15,980"
14-Jan-21,8021,236,"8,540",283,18002,188,"18,488",298,4746,101,"4,882",35,37200,449,"39,624","1,975",57313,1752,"62,377","3,312",131825,4348,"147,292","11,119",210127,3744,"230,718","16,847"
15-Jan-21,8044,237,"8,567",286,18021,189,"18,515",305,4748,101,"4,882",33,37413,449,"39,749","1,887",57537,1762,"62,719","3,420",132769,4370,"147,953","10,814",210774,3755,"231,953","17,424"
16-Jan-21,8063,238,"8,583",282,18060,190,"18,537",287,4748,101,"4,882",33,37621,450,"39,888","1,817",57755,1773,"62,996","3,468",133586,4387,"148,488","10,515",212266,3769,"233,396","17,361"
17-Jan-21,8082,241,"8,606",283,18071,190,"18,569",308,4750,101,"4,882",31,37769,456,"40,019","1,794",58082,1779,"63,339","3,478",133952,4409,"149,222","10,861",212933,3775,"234,654","17,946"
18-Jan-21,8105,241,"8,631",285,18100,190,"18,612",322,4756,101,"4,884",27,37914,457,"40,111","1,740",58240,1783,"63,615","3,592",134489,4432,"149,782","10,861",213624,3793,"235,576","18,159"
19-Jan-21,8138,243,"8,654",273,18110,190,"18,622",322,4756,101,"4,887",30,38046,457,"40,177","1,674",58348,1791,"63,825","3,686",134842,4460,"150,316","11,014",214231,3813,"236,530","18,486"
20-Jan-21,8138,245,"8,672",289,18119,191,"18,640",330,4763,102,"4,892",27,38148,460,"40,304","1,696",58803,1799,"64,078","3,476",135425,4476,"150,889","10,988",215101,3830,"237,308","18,377"
21-Jan-21,8177,248,"8,706",281,18161,192,"18,670",317,4765,102,"4,894",27,38278,460,"40,430","1,692",59278,1811,"64,373","3,284",135892,4501,"151,603","11,210",216145,3843,"238,470","18,482"
22-Jan-21,8209,248,"8,753",296,18205,192,"18,696",299,4765,102,"4,899",32,38414,461,"40,548","1,673",59613,1823,"64,651","3,215",136645,4523,"152,158","10,990",216920,3855,"239,186","18,411"
23-Jan-21,8227,252,"8,770",291,18235,192,"18,715",288,4765,102,"4,899",32,38534,463,"40,629","1,632",59897,1826,"64,945","3,222",136987,4537,"152,925","11,401",217863,3875,"239,935","18,197"
24-Jan-21,8246,254,"8,795",295,18248,193,"18,736",295,4770,102,"4,901",29,38637,465,"40,713","1,611",60222,1832,"65,287","3,233",137678,4561,"153,410","11,171",218688,3888,"240,570","17,994"
25-Jan-21,8261,256,"8,825",308,18284,193,"18,750",273,4770,102,"4,902",30,38737,468,"40,815","1,610",60476,1839,"65,532","3,217",138894,4568,"154,017","10,555",219481,3892,"241,200","17,827"
26-Jan-21,8280,257,"8,855",318,18293,193,"18,754",268,4775,102,"4,902",25,38843,468,"40,892","1,581",60562,1848,"65,740","3,330",139421,4608,"154,717","10,688",219952,3900,"242,054","18,202"
27-Jan-21,8297,258,"8,877",322,18315,193,"18,765",257,4781,102,"4,903",20,38970,469,"40,972","1,533",60950,1857,"65,953","3,146",139887,4646,"155,214","10,681",221007,3925,"242,793","17,861"
28-Jan-21,8317,259,"8,931",355,18357,193,"18,788",238,4781,102,"4,906",23,39079,472,"41,076","1,525",61462,1870,"66,198","2,866",140545,4661,"155,805","10,599",222037,3957,"243,683","17,689"
29-Jan-21,8335,259,"8,953",359,18363,194,"18,798",241,4787,102,"4,909",20,39196,476,"41,176","1,504",61656,1879,"66,451","2,916",141785,4681,"156,404","9,938",222623,3969,"244,340","17,748"
30-Jan-21,8354,259,"8,972",359,18421,195,"18,809",193,4787,102,"4,908",19,39309,475,"41,255","1,471",61932,1890,"66,679","2,857",141991,4716,"156,928","10,221",223358,3986,"245,663","18,319"
31-Jan-21,8369,260,"8,988",359,18429,195,"18,815",191,4787,102,"4,908",19,39439,475,"41,359","1,445",62198,1897,"66,953","2,858",142651,4736,"157,353","9,966",224101,3992,"246,437","18,344"
1-Feb-21,8386,262,"9,019",371,18479,195,"18,823",149,4787,102,"4,909",20,39562,475,"41,418","1,381",62385,1906,"67,214","2,923",142989,4747,"157,796","10,060",224664,3996,"247,249","18,589"
2-Feb-21,8404,254,"9,050",392,18497,196,"18,830",137,4788,102,"4,909",19,39676,475,"41,493","1,342",62537,1912,"67,419","2,970",143652,4793,"158,220","9,775",224983,4004,"247,727","18,740"
3-Feb-21,8426,267,"9,073",380,18516,196,"18,836",124,4793,102,"4,910",15,39777,475,"41,561","1,309",63029,1923,"67,589","2,637",144028,4806,"158,793","9,959",225297,4033,"248,270","18,940"
4-Feb-21,8445,269,"9,100",386,18536,196,"18,840",108,4794,102,"4,912",16,39871,478,"41,655","1,306",63324,1931,"67,803","2,548",144921,4821,"159,311","9,569",226017,4036,"248,919","18,866"
5-Feb-21,8469,270,"9,144",405,18547,196,18844,101,4794,102,4913,17,39987,478,41734,"1,269",63610,1941,"68,004","2,453",145681,4840,159705,"9,184",226414,4059,249498,"19,025"
6-Feb-21,8488,270,"9,160",402,18558,196,"18,849",95,4794,102,"4,915",19,40074,478,"41,819","1,267",63799,1948,"68,180","2,433",146235,4854,"160,162","9,073",226752,4066,"250,043","19,225"
7-Feb-21,8511,272,"9,199",416,18560,196,"18,859",103,4795,102,"4,916",19,40160,478,"41,934","1,296",63953,1952,"68,338","2,433",147115,4880,"160,580","8,585",227148,4087,"250,648","19,413"
8-Feb-21,8530,272,"9,219",417,18581,196,"18,869",92,4795,102,"4,916",19,40241,480,"41,994","1,273",64112,1957,"68,531","2,462",147685,4900,"160,935","8,350",227558,4119,"251,047","19,370"
9-Feb-21,8553,273,"9,238",412,18593,196,"18,877",88,4795,102,"4,918",21,40352,480,"42,080","1,248",64206,1964,"68,625","2,455",148496,4919,"161,347","7,932",227948,4132,"251,434","19,354"
10-Feb-21,8582,273,"9,291",436,18612,197,"18,891",82,4795,102,"4,920",23,40449,481,"42,188","1,258",64653,1970,"68,786","2,163",149268,4948,"161,757","7,541",228592,4157,"251,758","19,009"
11-Feb-21,8614,276,"9,334",444,18619,197,"18,898",82,4799,102,"4,923",22,40516,481,"42,279","1,282",64933,1976,"68,972","2,063",149987,4982,"162,391","7,422",229215,4171,"252,296","18,910"
12-Feb-21,8637,279,"9,359",443,18629,197,"18,916",90,4803,102,"4,929",24,40599,483,"42,401","1,319",65213,1980,"69,164","1,971",150638,4994,"162,875","7,243",229645,4183,"252,719","18,891"
13-Feb-21,8670,281,"9,408",457,18634,198,"18,924",92,4805,102,"4,937",30,40674,484,"42,513","1,355",65349,1986,"69,386","2,051",150984,5026,"163,367","7,357",234584,4199,"253,090","14,307"
14-Feb-21,8694,281,"9,448",473,18638,199,"18,929",92,4805,102,"4,940",33,40736,485,"42,590","1,369",65520,1991,"69,778","2,267",151551,5037,"163,833","7,245",235143,4212,"253,511","14,156"
15-Feb-21,8725,281,"9,487",481,18655,199,"18,942",88,4805,102,"4,940",33,40800,486,"42,688","1,402",65646,1995,"69,990","2,349",151896,5051,"164,268","7,321",235470,4219,"253,762","14,073"
16-Feb-21,8758,283,"9,532",491,18658,199,"18,946",89,4808,102,"4,941",31,40864,486,"42,808","1,458",65794,2000,"69,885","2,091",152325,5084,"164,696","7,287",235854,4226,"254,016","13,936"
17-Feb-21,8791,284,"9,562",487,18667,199,"18,954",88,4812,102,"4,943",29,40923,486,"42,921","1,512",65984,2007,"70,123","2,132",152869,5114,"165,200","7,217",236499,4244,"254,286","13,543"
18-Feb-21,8831,284,"9,629",514,18668,199,"18,958",91,4813,102,"4,945",30,41030,487,"43,029","1,512",66240,2015,"70,306","2,051",153644,5138,"165,716","6,934",237371,4263,"254,678","13,044"
19-Feb-21,8865,285,"9,673",523,18675,199,"18,967",93,4816,102,"4,947",29,41139,487,"43,145","1,519",66391,2020,"70,493","2,082",153924,5166,"166,242","7,152",238030,4267,"255,039","12,742"
